;Quote;Krant;Periode
9139;We weten twee dingen zeker: de onderzoekers zijn niet zeker van hun zaak. Ze zijn via eliminatie tot deze slotsom gekomen en hebben via een statische methode becijferd dat de waarschijnlijkheid van hun conclusie 85 procent kan zijn. Dat is veel, maar geeft geen 100 procent zekerheid. Ik ben dan ook benieuwd of er voldoende ondersteunend bewijsmateriaal is. Want als het doel alleen was om notaris Van den Bergh als gebeten hond aan te wijzen, dan is het zonde van alle inspanningen, tijd en geld die in het onderzoek is gestoken;De Telegraaf;2020-2024
9140;Ik vind het een tamelijk absurd verhaal dat ons wordt voorgeschoteld. Chronologisch gezien klopt het ook niet. De Joodse Raad werd in september 1943 al ontbonden, toen de laatste twee functionarissen naar Kamp Westerbork werden afgevoerd. De onderduikers in het Achterhuis, onder wie de familie Frank, werden pas op 4 augustus 1944 gearresteerd. Dat is bijna een jaar later. Het verraad kan dan ook in mijn ogen niet gerelateerd worden aan de Joodse Raad;De Telegraaf;2020-2024
9141;Wij hebben zes jaar aan dit onderzoek en boek gewerkt, we zijn niet over één nacht ijs gegaan. Wij denken een sterke zaak te hebben. Het Anne Frankhuis noemt ons onderzoek zorgvuldig en integer. Ook hebben wij contact met de kleinkinderen van Van den Bergh gehad. Zij willen buiten de publiciteit blijven en hopen natuurlijk nog steeds dat hij het niet gedaan heeft, maar ook zij geven toe dat dit met de huidige kennis het meest waarschijnlijke scenario is geweest.;De Telegraaf;2020-2024
9142;Dan zou hij de ergste verrader zijn geweest die er was. Maar die piek is er niet geweest. Die onderzoekers schermen met zogenaamd moderne onderzoeksmethodes, van artificiële intelligentie tot computerprogramma's en algoritmes. Maar als je niet voor 200 procent zeker bent van je zaak, mag je nooit zomaar een naam op straat gooien. Deze notaris wordt nu ernstig belasterd. Misschien was deze man wel een schoft, maar dan nog mag je dit niet doen zonder bewijs;De Telegraaf;2020-2024
9143;Ridicuul. Niemand vertrouwde de Joodse Raad. Waarom zouden ze daar onderduikadressen bekendmaken?;De Telegraaf;2020-2024
9144;Er ontbreken nog belangrijke puzzelstukjes. Je moet heel erg oppassen met iemand de geschiedenis insturen als 'verrader van Anne Frank' als je daar geen 100 of 200 procent zekerheid over hebt.;De Telegraaf;2020-2024
9145;Lasterlijke onzin! Dat is helemaal op niéts gebaseerd. Die lijsten hebben nooit bestaan;De Telegraaf;2020-2024
9146;Het is bedrog, met een grote pr-campagne om dit boek in tientallen landen te verspreiden. Ondertussen bezoedelen ze een van de grootste verhalen uit de geschiedenis;De Telegraaf;2020-2024
9147;Misschien dat er zowel makers als kijkers verloren gaan. En misschien verplaatsen we het probleem alleen. Maar het gaat om onze verantwoordelijkheid voor de mentale gezondheid van jongeren.;De Telegraaf;2020-2024
9148;Ik vind het goed dat platformen erover nadenken, maar het is wel een enge ontwikkeling. YouTube bepaalt al wat we te zien krijgen en gaat hier nu ook nog bewust in sturen. Maar wie bepaalt hoeveel video's met een bepaald onderwerp schadelijk zijn, en waarom? En wat is dan het alternatief dat je te zien krijgt? Het wordt er niet transparanter van en dat zou wel moeten. Dat dit iets zou oplossen is natuurlijk een utopie. De algoritmes kunnen namelijk nooit het sentiment van een kijker zien. YouTube, TikTok of Instagram weten niet wat ik voel als ik een video kijk. Op papier klinkt dit als een oplossing, maar het voelt ook als censuur.;De Telegraaf;2020-2024
9149;Wij spreken vaak met leraren. Ik schrik regelmatig van de verhalen die zij soms vertellen over de invloed van sommige influencers op hun leerlingen. Bijvoorbeeld content over 'zelf rijk worden' of de vrouwonvriendelijke uitingen van Andrew Tate. Ouders hebben hier weinig zicht op, maar verzeild raken in zo'n algoritme is wel degelijk riskant. Er bestaan bijvoorbeeld TikTok-accounts waarin meisjes vertellen over hun depressie, maar voor je het weet bestaat 70 procent van een tijdlijn uit depressie-filmpjes. We weten natuurlijk niet of deze stappen echt effect zullen hebben, maar het is goed van YouTube dat ze verantwoordelijkheid nemen.;De Telegraaf;2020-2024
9150;We hebben onze machines een tijdlang getraind in het begrijpen van videocontent. Ondertussen zijn ze in staat om signalen op te pikken van de soorten informatie die in de content zit. Door machine learning (een onderdeel van kunstmatige intelligentie, red.) kunnen ze video's in bepaalde categorieën indelen. Daarnaast kunnen gebruikers nog altijd via de zoekbalk hun gewenste video opzoeken.';De Telegraaf;2020-2024
9151;YouTube stond juist bekend om die zogeheten 'loops' waar je in kan belanden. Op papier klinkt dit plan héél goed, eindelijk lijkt YouTube actief na te denken over wat schadelijk is en wat niet. Maar ik vraag me ook direct af hoe ze de inhoud van 'op termijn schadelijke video's' gaan keuren. Welke elementen bepalen dat een filmpje niet wordt getoond? Dat baart me wel zorgen, want dit klinkt als censureren;De Telegraaf;2020-2024
9152;Hetzelfde geldt voor video's over bijvoorbeeld gewichtsverlies of bepaalde fysieke kenmerken. Een influencer die laat zien hoe je met make-up je neus smaller kan laten lijken, is in de basis niet erg. Maar als een jong meisje in een neusverkleining-algoritme terechtkomt, kan ze het beeld ontwikkelen dat haar neus óók kleiner moet;De Telegraaf;2020-2024
9153;Neem een 15-jarige jongen die een video kijkt over gewichtheffen. Eén video daarover is onschuldig, een tweede ook. Maar als hij blijft klikken, is het de 'algoritmische gang van zaken' dat hij steeds meer fitnessvideo's ziet. Herhaalde aanbevelingen kunnen uiteindelijk wél schadelijk zijn. Een tienerbrein kan de indruk krijgen dat die vorm van fitness de norm is, waardoor hij een ongezond ideaalbeeld kan ontwikkelen. Dat willen we tegengaan.;De Telegraaf;2020-2024
9154;Laat je niet afschrikken! Dit is geen tech-roman voor gadget-liefhebbers;De Telegraaf;2020-2024
9155;En al mag deze roman behoorlijk distopisch zijn, ik ben trouw aan mezelf gebleven, want Bloemen van de duisternis gaat vooral ook over liefde, familiegeheimen en verraad. Mijn vaste schare lezers weet dat ik geen feel good-auteur ben. Er zit altijd een flinke snuf drama en spanning in.;De Telegraaf;2020-2024
9156;Alle lezers en alle journalisten denken dat ik Clarissa ben. Maar als jullie mij echt zouden kennen, zouden jullie dat nooit denken. Ze is verdorie stukken ouder dan ik, ze is een kwieke zeventiger;De Telegraaf;2020-2024
9157;Clarissa is net als ik half Frans, half Brits en perfect tweetalig. We hebben wat ik 'een hybride brein' noem. We schakelen moeiteloos over van het Engels naar het Frans, kunnen onmogelijk kiezen tussen onze twee moedertalen, die ons even dierbaar zijn. Evenmin kunnen wij zeggen in welke taal we dromen of tellen. Ik heb dit boek gelijktijdig in het Engels en Frans geschreven, met een split screen op mijn computer. Een experiment dat ook Clarissa probeert.;De Telegraaf;2020-2024
9158;Daarnaast zijn we allebei geobsedeerd door huizen. Want huizen zijn de beste schatbewaarders van onze geheimen. In al mijn boeken spelen huizen en de herinneringen die ze oproepen als je er terugkeert een belangrijke rol. In dit verhaal vertel ik onder meer over de woningen van Virginia Woolf en Romain Gary, twee schrijvers en bijzonder gevoelige mensen, die Clarissa intens bewondert en van wie ik ook erg hou;De Telegraaf;2020-2024
9159;Gelukkig heb ik niet haar trauma's. Clarissa heeft veel verdriet in haar verleden gekend. Een doodgeboren zoontje, wiens naam ze nauwelijks kan uitspreken. Een scheiding van de vader van haar kinderen. En op het moment dat het boek begint, heeft ze net haar tweede man verlaten omdat hij haar jarenlang bedrogen blijkt te hebben.;De Telegraaf;2020-2024
9160;Want ja, het verhaal mag zich dan in 2035 afspelen, ik heb niets verzonnen. De toekomst is nu. Of in elk geval heel dichtbij. De virtuele assistenten, de doorgeslagen data-analyse, de drones en de beveiligingsrobots waarover ik schrijf, alles is er al. Toch is dit geen boek met een pessimistische boodschap. Ik wil geen angst zaaien. Wel hoop ik mijn lezers te prikkelen om na te denken over hoeveel digitale technologie wij in ons leven willen toelaten.;De Telegraaf;2020-2024
9161;Sommige dingen laat ik expres aan de fantasie van de lezer over. Zo blijft in het midden of de angst van Clarissa, dat ze bij alles wat ze doet in de gaten gehouden wordt en dat haar gedachten zelfs gemanipuleerd worden, waarheid is. Of dat ze overdrijft en spoken ziet.;De Telegraaf;2020-2024
9162;Zelf zie ik de toekomst niet zo somber, hoor;De Telegraaf;2020-2024
9163;We zijn het aan onszelf verplicht om optimistisch te blijven, vind ik. Bovendien, ook het verleden kon behoorlijk gruwelijk en angstaanjagend zijn. Denk maar aan de Tweede Wereldoorlog. Of meer recent de aanslagen op de Twin Towers of hier in Parijs;De Telegraaf;2020-2024
9164;Wel is het in mijn ogen belangrijk dat we kritische weerstand blijven bieden aan de oprukkende technologie en ons steeds blijven afvagen wat ons menselijk maakt. Ik denk dat het vooral onze creativiteit, ons scheppend vermogen, maar ook onze twijfel en kwetsbaarheid is die ons onderscheidt van kunstmatige intelligentie. Het zijn deze unieke eigenschappen die robots vooralsnog niet kennen, die wij moeten koesteren.;De Telegraaf;2020-2024
9165;Met licht kunnen we signalen tot honderd keer sneller schakelen dan met elektronica, en het verbruikt veel minder energie;De Telegraaf;2020-2024
9166;Quantumcomputers kunnen AI helpen bij het verwerken van complexe datasets, terwijl AI het programmeren van quantumcomputers eenvoudiger maakt. Deze samenwerking gaat toepassingen mogelijk maken die nu nog buiten ons bereik liggen;De Telegraaf;2020-2024
9167;Tape is vier tot acht keer goedkoper dan harde schijven, heeft een veel kleinere CO2-voetafdruk en verbruikt geen energie als het niet in gebruik is;De Telegraaf;2020-2024
9168;In het verleden waren AI-modellen vaak zeer specifiek en duur om te trainen. Je had een grote hoeveelheid handmatig gelabelde data nodig voor elk afzonderlijk probleem;De Telegraaf;2020-2024
9169;Onze focus ligt niet op consumenten, maar op bedrijven;De Telegraaf;2020-2024
9170;We staan midden in twee van de grootste it-revoluties van de laatste dertig jaar: quantumcomputers en kunstmatige intelligentie. Samen gaan ze alles veranderen;De Telegraaf;2020-2024
9171;Als je die deur te hard sluit, kost het ons een week aan data;De Telegraaf;2020-2024
9172;We meten liever 's nachts, want dan is het rustiger. Overdag hebben we overal last van. Mensen die rondlopen, treinen die onder ons doorrijden, zelfs van collega's die hun apparaten inschakelen.;De Telegraaf;2020-2024
9173;Een uitkomst voor menu's in restaurants;De Telegraaf;2020-2024
9174;Nu ben ik vaak afhankelijk van iemand die het menu voorleest. Heel soms is er een webversie van het menu op de telefoon die voorgelezen kan worden, maar meestal niet. Nu hoef ik alleen op de app het icoon ’korte tekst’ aan te klikken en het menu wordt voorgelezen.;De Telegraaf;2020-2024
9175;Ik ben blind geboren. Dat is eigenlijk niet zozeer lastig, maar de maatschappij maakt het tot een last. Sommige zaken zijn ondoordacht uitgevoerd;De Telegraaf;2020-2024
9176;De busperrons zijn voor mij lastig te onderscheiden, ook al heb ik een blindengeleidehond. Nu richt ik mijn mobiel op de borden en dan wordt voorgelezen hoe laat en waar de bussen vertrekken. Het ziet er denk ik wel een beetje gek uit, want ik zwaai met mijn mobiel in de lucht heen en weer totdat de camera de tekst op de borden ziet;De Telegraaf;2020-2024
9177;Munten worden ook herkend, maar die kan ik prima voelen. Bij briefgeld is het wel een uitkomst, want sommige biljetten zijn lastig te onderscheiden;De Telegraaf;2020-2024
9178;Ik was vooral gericht op de stemmen van mensen. Maar de app kan ook mensen op de foto’s beschrijven, bijvoorbeeld op sociale media. Nu kan ik mij een voorstelling maken waar iets zich in de foto bevindt, wat er nog meer op de foto staat en hoe ze aan elkaar gerelateerd zijn;De Telegraaf;2020-2024
9179;Een aanrader. Dit verrijkt mijn leven en maakt mijn zelfstandigheid groter;De Telegraaf;2020-2024
9180;In een restaurant of in een Uber, dat vind ik echt jammer. Zo zijn er meer frustrerende dingen. Post van de overheid komt nog altijd per brief en niet digitaal. Gelukkig kan de post nu worden voorgelezen, maar ik vind het niet van deze tijd;De Telegraaf;2020-2024
9181;Het orderboek staat er goed voor, net als de integratie van IBI en DPS. We zijn vol vertrouwen dat onze kaspositie aan het eind van het jaar beter is, waardoor we de schuld naar beneden zullen brengen. Om dit te bereiken, zullen we strak op de uitvoering van projecten zitten. En we verwachten een grotere omzet in de tweede helft van het jaar. We zien de hogere schuld niet meteen als een risico.;De Telegraaf;2020-2024
9182;We zien ook kansen, zoals het terughalen van de semiconductor-industrie. Dat is een enorme markt voor ons. Veel landen zijn ermee bezig als gevolg van de exportbeperkingen van China. Er worden fabrieken neergezet, waar wij bij helpen met ontwerp en de bouw. Dit is een markt van ‚Ç¨200 miljard.;De Telegraaf;2020-2024
9183;We zijn hier al decennia mee bezig. We verwachten niet dat ingenieurs overbodig zullen worden door AI, maar er zullen bepaalde taken worden overgenomen, zoals bijvoorbeeld ontwerpen. Wij kunnen de klant helpen bij de keuzes, willen ze een 3-D geprinte brug, of één van beton of hout? Tot nu toe waren we traditioneel werkzaam aan de voorkant van een project. De aandacht bij bedrijven verschuift naar het zogeheten asset-management. Energiekosten zijn bijvoorbeeld door alle geopolitieke ontwikkelingen ineens belangrijk geworden voor onze klanten, waar tot nu toe de aandacht veelal uitging naar kapitaalskosten. Daar zien wij een grote rol voor Arcadis.;De Telegraaf;2020-2024
9184;Het moet de defensiebegroting 'schokbestendig' maken;De Telegraaf;2020-2024
9185;Het verlies van vertrouwen kan ertoe leiden dat consumenten volledig stoppen met digitaal zakendoen.;De Telegraaf;2020-2024
9186;We weten niet hoe snel de ontwikkelingen gaan. We kijken niet naar andere gemeentes en de lessen die daar geleerd zijn en we kijken te weinig naar de nadelen zoals de kosten en wat te doen als een systeem crasht.;De Telegraaf;2020-2024
9187;Om deze stedelijke vraagstukken op te lossen of te beheersen hebben we doorbraakinnovaties nodig waarbij moderne ict, data, algoritmen en kunstmatige intelligentie belangrijk zijn.;De Telegraaf;2020-2024
9188;Digitalisering geeft ons onbegrensde mogelijkheden zowel in het werk, maar ook privé. In coronatijd kunnen we toch met elkaar verbonden zijn. Maar er zijn ook keerzijden, zo kan data discrimineren.;De Telegraaf;2020-2024
